Batch 0: Loss: 0.6381527781486511, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.49978822469711304, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 1.2123262882232666, Acc: 0.00%, Labels: [0, 0]
Batch 8: Loss: 0.6062793135643005, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.488802433013916, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.5464478731155396, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.5685638189315796, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.40008270740509033, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.38770556449890137, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.39503610134124756, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.539987325668335, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.39079612493515015, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.0381882190704346, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.9073094129562378, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.39318424463272095, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.4093747138977051, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.8977362513542175, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.4136835038661957, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.35477006435394287, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.3492002487182617, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.35612431168556213, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.3487071394920349, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 1.0179641246795654, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.31710928678512573, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.9009212851524353, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 1.3027997016906738, Acc: 0.00%, Labels: [0, 0]
Batch 1: Loss: 0.8430314660072327, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.319857656955719, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.766287088394165, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.295474648475647, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.2974616289138794, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.27729952335357666, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.30117109417915344, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.9803969860076904, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.728847861289978, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.6795707941055298, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.7209565043449402, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.8980880975723267, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.27225664258003235, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.25043582916259766, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.8718186020851135, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.2692923843860626, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.8387662768363953, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.25215035676956177, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.25384384393692017, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.7540348768234253, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.973136842250824, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.8817623853683472, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.8017945289611816, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.2578278183937073, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.0174213647842407, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.6979352831840515, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.24177339673042297, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.28777384757995605, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.29902952909469604, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.28344208002090454, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.2689587473869324, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 1.0016710758209229, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.9608807563781738, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.9103012681007385, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.9025524258613586, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.28084084391593933, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.28603076934814453, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.423081636428833, Acc: 0.00%, Labels: [0, 0]
Batch 10: Loss: 0.3045004606246948, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.302670955657959, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.3137392997741699, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.30299800634384155, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.32563212513923645, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.31206178665161133, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.25107184052467346, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2540544867515564, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2570364475250244, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.4786614179611206, Acc: 0.00%, Labels: [0]
Batch 0: Loss: 0.2795073986053467, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.6522608995437622, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.2825935482978821, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.2854653298854828, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.260967880487442, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 1.5632253885269165, Acc: 0.00%, Labels: [0, 0]
Batch 1: Loss: 0.29361674189567566, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.2529746890068054, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.2380972057580948, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.9057604074478149, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.9140905141830444, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.23972180485725403, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.23766881227493286, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.24363552033901215, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.23400241136550903, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.9634542465209961, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.8916429281234741, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 1.6577645540237427, Acc: 0.00%, Labels: [0, 0]
Batch 4: Loss: 0.21804237365722656, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 1.6577268838882446, Acc: 0.00%, Labels: [0, 0]
Batch 5: Loss: 0.7147988080978394, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.23019468784332275, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.9583067893981934, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.237535759806633, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.24768181145191193, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 1.055185317993164, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 1.4446089267730713, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 0.27557942271232605, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.9368988275527954, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.7742750644683838, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.8916961550712585, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.786006510257721, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.33528023958206177, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.3552260994911194, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.346815824508667, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.33254778385162354, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3922334611415863, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.6383111476898193, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.3897271454334259, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.36575013399124146, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.3781772553920746, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.39254552125930786, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.1749311685562134, Acc: 0.00%, Labels: [0, 0]
Batch 10: Loss: 0.3817957639694214, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.6292768716812134, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.8218211531639099, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.3717549443244934, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.36173534393310547, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.32357075810432434, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.32697024941444397, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.33023664355278015, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.252366065979004, Acc: 0.00%, Labels: [0]
Batch 0: Loss: 0.8082172870635986, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.6000089645385742, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.6282957792282104, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.3176879286766052, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.9053056240081787, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.36926472187042236, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.34464412927627563, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.3416663706302643, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.067014455795288, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.3291548490524292, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.665787935256958, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.6833634376525879, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.3126952052116394, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.3194524645805359, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 1.333055019378662, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.3179004490375519, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.8293408751487732, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.31104928255081177, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.333525687456131, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.8107705116271973, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.3278247117996216, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.8845235705375671, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.3220575749874115, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.34190458059310913, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.55711430311203, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.32942312955856323, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.31545382738113403, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.29761606454849243, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.2219634056091309, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.2832295596599579, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.4165631532669067, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 1.01546311378479, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.2749558389186859, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.28715193271636963, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.6450251340866089, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.8294370770454407, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.2629167139530182, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.2841508984565735, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.4546499252319336, Acc: 0.00%, Labels: [0, 0]
Batch 9: Loss: 0.2912057042121887, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.0457890033721924, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.27641400694847107, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.2759990394115448, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.6793782114982605, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.7160066962242126, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.7811266183853149, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.6680653095245361, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.28672999143600464, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.2618764638900757, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2819465100765228, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2588077783584595, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2761804461479187, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.28539764881134033, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 1.1334415674209595, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 1.0866233110427856, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.2919352650642395, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.8295950889587402, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.5954670906066895, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.9552319049835205, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.684510350227356, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.810727596282959, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.3151378929615021, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.401689052581787, Acc: 0.00%, Labels: [0, 0]
Batch 2: Loss: 0.3061772584915161, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.3284594416618347, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.3108173608779907, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.9657577276229858, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.3250703811645508, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.32572317123413086, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.3348029851913452, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.521263062953949, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.5875151753425598, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.9107487201690674, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.3335290551185608, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.3429006338119507, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.33426332473754883, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.8467249870300293, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.32955238223075867, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.7643473148345947, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.3375369608402252, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.30003780126571655, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.3105396032333374, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.8795954585075378, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.31091201305389404, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.6824003458023071, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.6549657583236694, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.2766253650188446, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.2769734859466553, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.9101457595825195, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.9063043594360352, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 1.4685616493225098, Acc: 0.00%, Labels: [0, 0]
Batch 9: Loss: 0.26611998677253723, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.9544131755828857, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.26825228333473206, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.26044756174087524, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.9202123880386353, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.27600911259651184, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.7697327136993408, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.7188836336135864, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.27895981073379517, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.258436918258667, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2557990550994873, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2625156044960022, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.25720494985580444, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.6072700619697571, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.285025954246521, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.966833233833313, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 1.4637196063995361, Acc: 0.00%, Labels: [0, 0]
Batch 1: Loss: 0.2981017529964447, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.3061543405056, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.30606693029403687, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.9282811880111694, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.7615403532981873, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.2551266551017761, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.0891597270965576, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.26892322301864624, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 1.105782151222229, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.30330246686935425, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.3112364411354065, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.2804167568683624, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.2764732241630554, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.9717755317687988, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.27939605712890625, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.9195624589920044, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.2550112009048462, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.24126781523227692, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.8810587525367737, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.22811000049114227, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.2300214171409607, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.22638148069381714, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.2216014564037323, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 1.6081608533859253, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 0.87394118309021, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.24876827001571655, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.23801428079605103, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.9655089378356934, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.8628798127174377, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.23407992720603943, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.777212381362915, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.7785500288009644, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.22269964218139648, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.5552072525024414, Acc: 0.00%, Labels: [0, 0]
Batch 9: Loss: 0.2267787754535675, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.2329675257205963, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.7404481768608093, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.2238139659166336, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.2299792766571045, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.8638419508934021, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.2499869167804718, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.26326119899749756, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.8497778177261353, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.8637545108795166, Acc: 50.00%, Labels: [0, 1]
Batch 12: Loss: 1.5409376621246338, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 1.514435887336731, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.24838505685329437, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.23083379864692688, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.6936825513839722, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.7490976452827454, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.7212606072425842, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.8927235007286072, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.380906343460083, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.3899143934249878, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.3849995732307434, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.9207409024238586, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.43227681517601013, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.5824983716011047, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.7200103402137756, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.6372667551040649, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.48703330755233765, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.8711860179901123, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.7053690552711487, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 1.002192497253418, Acc: 0.00%, Labels: [0, 0]
Batch 4: Loss: 0.5296841859817505, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.6430225968360901, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.5380889177322388, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.5163300037384033, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 1.003366231918335, Acc: 0.00%, Labels: [0, 1]
Batch 5: Loss: 0.5465918779373169, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.5381301641464233, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.5627464652061462, Acc: 50.00%, Labels: [1, 1]
Batch 6: Loss: 0.5120697021484375, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.5104361772537231, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.5211756229400635, Acc: 100.00%, Labels: [1, 0]
Batch 6: Loss: 0.5612358450889587, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.46887731552124023, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.5110107064247131, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.4672529995441437, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.46034687757492065, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.40387097001075745, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.7092550992965698, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.408890962600708, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.40154051780700684, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3225994110107422, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3346215784549713, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3116644024848938, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.278594970703125, Acc: 0.00%, Labels: [0, 0]
Batch 10: Loss: 0.2497689574956894, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.2767145335674286, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.5360080003738403, Acc: 0.00%, Labels: [0, 0]
Batch 10: Loss: 1.430903434753418, Acc: 0.00%, Labels: [0, 0]
Batch 11: Loss: 0.23705637454986572, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.2593872547149658, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.2544432282447815, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.8298255205154419, Acc: 50.00%, Labels: [0, 1]
Batch 12: Loss: 0.18606510758399963, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.18849532306194305, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.18892520666122437, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.7221345901489258, Acc: 0.00%, Labels: [0]
Batch 0: Loss: 0.20480036735534668, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.8955286741256714, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 1.0223640203475952, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.9884308576583862, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 1.7201993465423584, Acc: 0.00%, Labels: [0, 0]
Batch 1: Loss: 0.20244459807872772, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.8596951365470886, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.20417420566082, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.0263763666152954, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.19180791079998016, Acc: 100.00%, Labels: [1, 1]
